feed_id,billing_date,source_count,target_count,file_count,ingestion_time,processing_delay_min,update_dt,sla_breach,version,version_type,version_status,feed_file_prefix
4001,2025-01-01,125574,115918,5,2025-01-01 00:33:59,113,2025-01-01 02:26:59,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-01,125574,115918,5,2025-01-01 00:33:59,113,2025-01-01 02:26:59,False,2,INCR,ACTIVE,BILLING_AU
4001,2025-01-02,97739,63458,5,2025-01-02 11:57:19,189,2025-01-02 15:06:19,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-02,97739,63458,5,2025-01-02 11:57:19,189,2025-01-02 15:06:19,False,2,FULL,INACTIVE,BILLING_AU
4001,2025-01-02,97739,63458,5,2025-01-02 11:57:19,189,2025-01-02 15:06:19,False,3,FULL,ACTIVE,BILLING_AU
4001,2025-01-03,102743,98510,6,2025-01-03 06:42:24,96,2025-01-03 08:18:24,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-03,102743,98510,6,2025-01-03 06:42:24,96,2025-01-03 08:18:24,False,2,INCR,ACTIVE,BILLING_AU
4001,2025-01-04,91473,86755,10,2025-01-04 04:18:13,65,2025-01-04 05:23:13,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-04,91473,86755,10,2025-01-04 04:18:13,65,2025-01-04 05:23:13,False,2,FULL,ACTIVE,BILLING_AU
4001,2025-01-05,77662,75121,3,2025-01-05 07:50:57,111,2025-01-05 09:41:57,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-05,77662,75121,3,2025-01-05 07:50:57,111,2025-01-05 09:41:57,False,2,INCR,ACTIVE,BILLING_AU
4001,2025-01-06,274818,261251,13,2025-01-06 01:52:48,40,2025-01-06 02:32:48,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-06,274818,261251,13,2025-01-06 01:52:48,40,2025-01-06 02:32:48,False,2,FULL,ACTIVE,BILLING_AU
4001,2025-01-07,79444,73907,7,2025-01-07 03:30:39,118,2025-01-07 05:28:39,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-08,109692,105752,7,2025-01-08 11:44:24,73,2025-01-08 12:57:24,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-09,81979,79366,6,2025-01-09 12:27:14,32,2025-01-09 12:59:14,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-09,81979,79366,6,2025-01-09 12:27:14,32,2025-01-09 12:59:14,False,2,FULL,ACTIVE,BILLING_AU
4001,2025-01-10,56582,0,1,2025-01-10 02:51:29,461,2025-01-10 10:32:29,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-10,56582,0,1,2025-01-10 02:51:29,461,2025-01-10 10:32:29,False,2,FULL,INACTIVE,BILLING_AU
4001,2025-01-10,56582,0,1,2025-01-10 02:51:29,461,2025-01-10 10:32:29,False,3,FULL,INACTIVE,BILLING_AU
4001,2025-01-11,49602,47281,2,2025-01-11 12:15:53,91,2025-01-11 13:46:53,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-12,82828,77588,3,2025-01-12 01:45:18,40,2025-01-12 02:25:18,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-13,94020,0,1,2025-01-13 02:14:24,475,2025-01-13 10:09:24,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-13,94020,0,1,2025-01-13 02:14:24,475,2025-01-13 10:09:24,False,2,INCR,ACTIVE,BILLING_AU
4001,2025-01-14,104377,99991,4,2025-01-14 00:13:53,63,2025-01-14 01:16:53,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-15,126556,116604,5,2025-01-15 07:00:22,48,2025-01-15 07:48:22,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-16,104921,101922,6,2025-01-16 07:14:17,65,2025-01-16 08:19:17,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-17,53804,52018,2,2025-01-17 11:10:53,69,2025-01-17 12:19:53,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-18,92092,90571,10,2025-01-18 01:41:27,27,2025-01-18 02:08:27,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-19,51673,28504,1,2025-01-19 07:20:21,157,2025-01-19 09:57:21,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-19,51673,28504,1,2025-01-19 07:20:21,157,2025-01-19 09:57:21,False,2,FULL,INACTIVE,BILLING_AU
4001,2025-01-19,51673,28504,1,2025-01-19 07:20:21,157,2025-01-19 09:57:21,False,3,FULL,ACTIVE,BILLING_AU
4001,2025-01-20,60735,0,1,2025-01-20 03:41:04,519,2025-01-20 12:20:04,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-20,60735,0,1,2025-01-20 03:41:04,519,2025-01-20 12:20:04,False,2,INCR,ACTIVE,BILLING_AU
4001,2025-01-21,76130,73350,4,2025-01-21 02:30:42,24,2025-01-21 02:54:42,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-21,76130,73350,4,2025-01-21 02:30:42,24,2025-01-21 02:54:42,False,2,INCR,ACTIVE,BILLING_AU
4001,2025-01-22,110952,108032,8,2025-01-22 09:38:47,101,2025-01-22 11:19:47,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-23,71465,66288,7,2025-01-23 04:36:43,58,2025-01-23 05:34:43,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-24,143718,138177,8,2025-01-24 01:44:49,48,2025-01-24 02:32:49,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-24,143718,138177,8,2025-01-24 01:44:49,48,2025-01-24 02:32:49,False,2,INCR,ACTIVE,BILLING_AU
4001,2025-01-25,86923,82081,3,2025-01-25 10:23:04,74,2025-01-25 11:37:04,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-25,86923,82081,3,2025-01-25 10:23:04,74,2025-01-25 11:37:04,False,2,FULL,ACTIVE,BILLING_AU
4001,2025-01-26,36160,35348,3,2025-01-26 06:23:40,116,2025-01-26 08:19:40,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-27,142708,133050,7,2025-01-27 09:51:58,78,2025-01-27 11:09:58,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-28,110931,107733,6,2025-01-28 05:54:15,116,2025-01-28 07:50:15,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-29,86559,81111,3,2025-01-29 09:39:42,58,2025-01-29 10:37:42,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-30,53761,50683,2,2025-01-30 03:22:51,43,2025-01-30 04:05:51,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-31,86655,83975,4,2025-01-31 08:00:33,34,2025-01-31 08:34:33,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-01,57144,54526,3,2025-02-01 11:30:41,101,2025-02-01 13:11:41,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-02,76120,70526,4,2025-02-02 06:44:15,49,2025-02-02 07:33:15,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-02,76120,70526,4,2025-02-02 06:44:15,49,2025-02-02 07:33:15,False,2,FULL,ACTIVE,BILLING_AU
4001,2025-02-03,112031,105764,5,2025-02-03 05:44:29,44,2025-02-03 06:28:29,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-04,82951,80503,4,2025-02-04 01:47:34,107,2025-02-04 03:34:34,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-04,82951,80503,4,2025-02-04 01:47:34,107,2025-02-04 03:34:34,False,2,INCR,ACTIVE,BILLING_AU
4001,2025-02-05,75105,71642,4,2025-02-05 01:53:12,47,2025-02-05 02:40:12,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-06,97301,89613,7,2025-02-06 04:02:03,80,2025-02-06 05:22:03,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-07,141411,136412,5,2025-02-07 01:55:00,83,2025-02-07 03:18:00,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-08,78066,73682,7,2025-02-08 04:55:30,24,2025-02-08 05:19:30,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-09,71764,68921,7,2025-02-09 02:09:51,82,2025-02-09 03:31:51,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-10,61164,56778,2,2025-02-10 09:38:50,89,2025-02-10 11:07:50,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-11,118494,61491,2,2025-02-11 04:36:39,75,2025-02-11 05:51:39,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-11,118494,61491,2,2025-02-11 04:36:39,75,2025-02-11 05:51:39,False,2,INCR,ACTIVE,BILLING_AU
4001,2025-02-12,131987,127529,9,2025-02-12 03:11:35,19,2025-02-12 03:30:35,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-13,50350,48751,2,2025-02-13 04:02:14,46,2025-02-13 04:48:14,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-13,50350,48751,2,2025-02-13 04:02:14,46,2025-02-13 04:48:14,False,2,FULL,ACTIVE,BILLING_AU
4001,2025-02-14,142141,131477,8,2025-02-14 04:50:50,90,2025-02-14 06:20:50,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-14,142141,131477,8,2025-02-14 04:50:50,90,2025-02-14 06:20:50,False,2,INCR,ACTIVE,BILLING_AU
4001,2025-02-15,74006,69250,5,2025-02-15 04:52:09,19,2025-02-15 05:11:09,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-16,50222,48296,2,2025-02-16 07:07:29,98,2025-02-16 08:45:29,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-17,141715,133078,5,2025-02-17 07:05:38,15,2025-02-17 07:20:38,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-18,146276,137137,12,2025-02-18 03:43:53,120,2025-02-18 05:43:53,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-18,146276,137137,12,2025-02-18 03:43:53,120,2025-02-18 05:43:53,False,2,INCR,ACTIVE,BILLING_AU
4001,2025-02-19,138117,132638,9,2025-02-19 07:33:41,66,2025-02-19 08:39:41,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-20,73788,70136,2,2025-02-20 01:30:22,62,2025-02-20 02:32:22,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-21,92081,90243,4,2025-02-21 06:44:31,46,2025-02-21 07:30:31,False,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-21,92081,90243,4,2025-02-21 06:44:31,46,2025-02-21 07:30:31,False,2,FULL,ACTIVE,BILLING_AU
4001,2025-02-22,104776,99729,5,2025-02-22 04:20:07,108,2025-02-22 06:08:07,False,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-23,82214,75643,3,2025-02-23 06:03:12,76,2025-02-23 07:19:12,False,1,FULL,ACTIVE,BILLING_AU
